Diagnosed Diabetes Est. Percent,Unemployment Rate,Household Median Income,Perc_Adults_LessThanHS,Perc_Adults_HSOnly,Perc_Adults_AssociateSomeCollege,Perc_Adults_BAorHigher,Obesity_Prev_Percent,Leisure_Time_Physical_Inactivity_Perc,Median_Age
9.1,4.5,57287,15.515,35.862,31.653,16.97,31.2,25.6,36.7
9.3,6.7,39750,14.022,26.22,32.363,27.395,22.5,18.4,46.4
8.7,7.8,31547,24.086,39.677,22.381,13.855,24.9,22.4,40.9
10.3,4.7,37027,11.013,38.767,24.449,25.771,22.8,24.4,56.7
8.7,7.2,33605,23.069,29.717,31.769,15.445,22.8,23.6,41.2
7.9,4.4,52213,28.199,30.297,28.432,13.071,32.8,29,31.5
8.1,6.1,41214,10.458,26.82,34.146,28.576,20.8,23.4,50.2
7.1,4.2,114670,2.814,11.226,21.368,64.591,20.4,13.6,43.1
10.5,18.2,28227,30.668,32.783,24.017,12.533,25,23.6,38.8
13.3,10.2,31505,26.192,33.49,29.317,11,35.1,25.4,30.7
10.9,11.1,34602,12.284,39.973,34.562,13.181,23.2,22.5,44.1
9.7,6.3,41995,16.305,28.555,37.513,17.627,26.1,21.4,35.6
9.7,6.6,28996,16.54,37.792,30.49,15.178,30.4,25.3,46
8.8,8.8,37174,15.777,33.015,33.097,18.11,25.9,21.8,39.5
9,5.6,37122,20.174,26.561,30.599,22.666,26.7,24.2,29.2
7.6,7.2,58621,9.231,25.158,35.861,29.75,23.8,15.4,38.7
10.4,6.4,50847,16.5,31.369,36.661,15.47,31.6,23.7,33.7
8.6,8.2,31734,18.243,29.356,33.085,19.315,22.9,18.8,41.8
4.9,5.5,57469,11.733,21.985,25.324,40.958,13.5,11,43.9
10.6,9.3,30467,17.177,32.175,32.979,17.669,22,24.4,55.5
10.1,7.4,33239,20.286,32.916,27.223,19.576,26.1,25.6,36.1
8,10,34075,12.276,26.127,33.551,28.045,18.6,17.4,46.5
9.1,9.8,36347,17.723,31.947,32.635,17.695,26.1,26,43.2
9.8,4.6,37787,21.599,36.542,25.938,15.922,26.2,23.7,40.2
9.8,7.9,43819,18.305,32.729,31.843,17.123,25.6,21.9,38.2
9.7,4.9,61634,7.295,25.691,27.286,39.728,26,22.9,37.9
8.9,6.2,45226,10.953,37.794,30.773,20.48,28.8,24.5,38.3
12.2,9.8,37355,28.837,27.418,24.613,19.132,30,31.1,33.1
9.4,6.6,49927,9.796,31.853,30.593,27.758,26.7,25.9,39.9
9.2,7,46224,11.831,40.264,29.777,18.128,28,28.8,41.3
10.6,6,53437,12.376,33.183,32.818,21.622,30.9,27.9,42.3
9.3,6.8,42664,11.798,35.807,31.554,20.841,32.6,25.4,41.2
9.7,6.2,50722,9.787,34.885,30.885,24.444,33.3,28.4,40.9
9.3,6.2,45193,13.087,38.701,30.776,17.435,31.2,29.1,43.5
10.6,6.6,53392,13.623,35.536,28.6,22.241,30.1,25.8,39.6
9.5,4.7,57579,11.087,31.095,28.298,29.52,24.4,22.3,46.5
9.5,6.5,51810,9.569,33.72,31.928,24.782,28.2,28.7,36
10.3,6.5,45381,12.203,38.149,28.345,21.303,29.4,26.2,46
9.1,5.3,73680,9.866,26.588,29.576,33.971,24.4,22.8,40.8
9.8,6.1,54175,9.158,28.241,30.402,32.199,29.2,25,40.5
10.5,6.8,50506,10.446,34.822,30.132,24.6,26.7,27.8,45.6
9.5,7.2,49062,14.641,36.093,30.864,18.401,26.7,30.6,39.9
10.1,7.6,45982,13.3,36.647,33.05,17.003,25.1,29.3,42.4
10.1,5.5,54211,9.069,35.88,33.82,21.231,26.8,24.5,42.3
10.7,6.7,49860,14.149,36.603,28.974,20.275,24,26,44.9
11.3,7.4,52134,13.734,30.713,33.93,21.622,28.3,25.2,52.1
10.4,6.7,49633,9.842,35.442,33.186,21.529,31.1,31.8,42.8
10.2,7.6,46206,9.812,34.038,35.396,20.754,30.8,31.8,31.9
10.1,7.6,54793,20.018,25.8,20.101,34.081,22.6,27,34.3
8.8,7.8,48314,10.919,44.792,28.778,15.511,32.7,24.5,41.1
8.7,5.8,54256,11.042,33.814,30.668,24.476,30.3,23.9,39.9
9.3,6.4,57703,9.612,33.773,29.904,26.711,28.1,29.6,40.1
9.3,5.8,54684,9.616,24.478,29.241,36.665,28.3,22,38.5
10.6,7.4,42193,15.513,36.901,31.621,15.965,29.1,30.3,41
8.4,4.8,105486,9.122,23.738,23.597,43.544,23,25.1,41.3
6.6,6.1,77214,12.996,12.55,14.019,60.435,15.6,18.6,36.6
8.6,7,50328,9.124,34.869,32.513,23.494,31.6,25.6,42.3
11.1,6.1,52404,11.878,33.495,30.839,23.787,32.1,26.5,41.2
8.8,5.5,56853,9.467,25.883,30.33,34.32,26.5,22,38.7
8.4,5.2,58320,7.366,28.385,32.171,32.079,28.3,22.1,42.9
9.7,5.5,71963,10.585,29.848,30.869,28.697,30.1,27.1,36.8
9.9,7.6,50750,13.676,39.495,30.961,15.868,31.4,27.5,41.7
12.2,8,52621,13.46,38.925,29.582,18.033,30,27.9,38.9
9.5,5.7,50034,9.526,33.174,28.797,28.503,29.5,21.8,41.2
8.2,4.9,96267,7.314,26.955,26.798,38.933,25.3,23.6,42.6
10.9,6.4,61844,19.345,27.271,22.789,30.596,23.9,29,37.5
9.3,5.3,63174,8.667,28.638,33.384,29.311,29.4,23.5,40
9.7,7.5,75524,11.119,31.448,26.074,31.36,27.6,29.9,39
10.2,5.1,84358,12.744,22.429,24.405,40.423,23.5,26.3,36.4
9.2,7.7,50897,11.868,36.027,29.333,22.772,30.4,25.6,37.8
9.3,4.6,75904,5.966,25.366,29.018,39.65,27.1,23.9,41.5
8.3,5.3,57923,9.77,29.653,29.995,30.582,27,22,39.7
9.9,6.7,50244,11.482,38.005,30.028,20.485,27.7,25.2,43.4
11.2,7,48109,9.987,39.911,29.261,20.841,27.2,24.8,44.9
10.2,5.6,48998,14.52,35.576,29.915,19.989,28.9,26.1,42.4
12,6.9,50190,10.394,37.264,29.994,22.348,32.5,23.7,41.8
8.8,5.4,92310,9.993,28.863,26.759,34.385,24.8,24.4,40.3
10.7,6.5,49016,13.827,33.35,30.468,22.356,29.8,28.1,41.8
10.8,6.1,55643,9.754,35.251,29.959,25.036,30,25.3,43.5
7.5,4.4,55778,5.496,19.916,22.986,51.602,24.4,20.2,29.8
8.2,5.7,61421,9.916,30.54,28.573,30.971,26.4,23.1,42.9
9.7,6.5,55769,8.836,33.409,29.338,28.417,25.9,22.3,45
10.8,6.1,51052,11.475,39.577,28.703,20.246,30.8,25.8,42.7
10.8,6.1,58521,10.02,36.097,32.667,21.216,32.1,28.6,42.7
8.6,5.1,89380,12.397,19.716,20.583,47.304,20.8,21.4,40.3
8.7,6.5,56089,11.891,41.194,31.918,14.997,27.2,26.4,41.2
10.5,5.6,48820,14.823,34.088,27.93,23.159,26.3,29.6,40.9
11.6,5.7,46060,15.279,28.159,34.489,22.073,32.9,25.9,39.1
11.9,5.6,46385,19.382,39.647,27.649,13.322,32.2,29.4,41.5
13,6.8,35965,18.96,32.286,30.142,18.611,28.3,26,47.6
14.2,7.1,35809,19.615,41.089,29.769,9.527,34.6,28.9,40
12.2,6.9,39709,16.692,31.486,32.292,19.529,30,25.3,46.4
12.4,6.5,38098,21.035,29.76,29.402,19.802,27.6,25.6,43.1
14.6,7.3,41431,15.357,32.873,33.206,18.564,34.7,26.7,44.4
13.2,7.9,33809,25.204,38.077,25.177,11.542,36.9,29.5,44
14.7,9.4,33621,21.557,31.942,31.682,14.818,38.3,32,42
11.4,7.9,51457,11.977,27.54,33.492,26.992,27.9,20.6,49.2
9.2,4.7,50538,10.036,24.531,28.859,36.574,22.7,18.9,41
11.3,6.2,41383,20.396,30.034,32.703,16.867,31.9,25.9,42.4
9.7,5.8,63059,11.077,26.257,34.05,28.616,31,23.1,37.2
13.8,7.3,39166,22.445,31.836,31.926,13.793,33.2,27.2,42
11.8,6.1,65415,16.788,23.375,39.479,20.359,31.1,23.1,41.1
10.6,6.2,51557,9.993,26.643,37.425,25.939,26.1,21.8,46
13.1,7.2,40570,24.882,33.458,28.468,13.192,33.5,30.9,44.5
13,6.4,49475,16.612,30.485,31.292,21.611,30.3,27,40.5
11.8,4.9,63303,13.119,21.744,26.33,38.807,25.6,24.7,45.5
12.3,7.1,37237,15.807,33.799,31.158,19.236,27.9,31,49.2
14.4,7.9,41151,15.756,34.329,29.792,20.123,32.7,28.8,45.3
12.6,6.6,37581,12.02,32.615,34.374,20.991,28.3,26.5,50.4
13.2,7.3,38654,16.456,34.744,32.497,16.303,32.6,29.9,40.9
15.4,8.5,35290,19.301,32.726,35.994,11.979,33.1,26.9,40.9
12.8,6.9,49524,12.705,26.868,37.964,22.463,29.6,25.7,35.8
12.1,8.1,45286,9.7,25.737,40.449,24.113,33.4,25.4,31
11.2,6.3,57570,12.8,29.012,36.324,21.864,27.6,22.4,42.2
9.8,8.4,56371,7.473,24.594,38.889,29.044,24.5,24.8,44.3
11.3,6.3,46263,17.643,33.488,30.676,18.193,30.3,27.8,41
11.8,5.9,54189,14.536,31.022,30.872,23.57,31.9,29.2,43.4
14.7,6.4,38771,27.951,30.952,30.835,10.262,35.6,31.5,38.1
8,5.1,54255,12.58,17.084,23.408,46.928,26.4,20.3,34.1
16.2,10.3,34612,22.609,36.384,30.618,10.389,36.3,31.1,40.1
11.8,6,48987,12.115,25.304,28.977,33.604,32.4,23.9,37.6
14.2,6.5,49484,16.816,30.185,32.593,20.406,32.8,29.5,40
12.6,6.8,48874,16.798,29.99,33.378,19.833,31.4,30.9,39.5
13.3,5.9,45755,14.663,37.307,33.56,14.469,32.6,30.5,42.9
12,13.3,35763,20.986,35.46,29.564,13.991,29.8,27.2,43.5
12.5,5.4,50414,18.399,31.294,30.886,19.421,33.5,28.2,41
12.2,6.2,39738,24.911,31.611,34.248,9.23,33.4,28.4,39.1
10.4,6.5,47754,11.605,24.522,29.413,34.46,31.4,23.1,36.8
14.8,9.7,33044,23.21,36.062,27.332,13.396,39.8,30.9,42.1
11.1,7.4,51106,14.217,31.278,35.243,19.263,33,29.9,33.4
11.5,5.8,45290,12.993,28.617,34.623,23.767,32.1,25.9,46.6
9.1,5,53638,11.3,26.157,32.82,29.722,29.5,25.1,46.1
16,7.4,35424,19.677,32.983,32.388,14.952,40.5,32,42
10,8.3,46004,15.352,28.675,38.222,17.751,32.8,25.3,31.1
12.5,9.2,37881,19.391,40.993,30.868,8.749,31.8,30,44.4
11.3,6.3,56325,12.136,29.2,32.98,25.684,31.2,23.1,39.6
10.8,6.7,44004,13.203,26.794,30.636,29.367,28.8,24.3,36.2
13.1,5.7,55174,15.031,30.216,33.545,21.208,35.2,28.1,37.1
15.3,6.6,38873,18.529,29.277,38.159,14.035,35.4,28.9,44.7
13.6,8.2,46723,19.049,26.003,34.127,20.821,29.2,26.3,37.3
15.9,7.1,39341,19.728,31.493,35.097,13.682,35.9,31.8,41.3
12.2,6.2,50714,16.07,31.438,32.78,19.711,29.3,24.2,41.7
13.2,6.4,41443,17.596,35.167,32.593,14.645,33.2,29.2,42.8
12.7,6.6,41140,12.254,30.605,34.327,22.815,28.7,29.9,48.6
10.9,6.2,40765,17.52,30.583,27.19,24.707,26.3,25.2,43.7
14.9,7.8,35561,16.295,36.102,31.821,15.783,39.8,28.8,45.1
8.7,6,63197,10.378,18.43,28.094,43.098,25.1,19.4,34.3
12.8,7.7,42530,18.341,32.624,31.57,17.464,28,22.9,46.2
11.6,6.4,40371,23.616,32.078,29.795,14.511,29.5,29.3,40.5
10.9,6.1,54545,10.427,24.207,31.19,34.176,26.6,22.6,45.1
14.1,8,47403,15.902,33.721,30.803,19.574,35.1,26.6,40.5
8.3,5.9,51373,7.714,22.185,32.175,37.926,24.8,19.6,37.7
15.6,8,35711,21.726,38.195,28.801,11.278,35.6,28.2,46.5
8.1,6.1,47163,9.018,28.958,42.508,19.516,27.9,23.8,25.9
8.2,4.6,65299,7.62,15.033,19.654,57.693,22.7,18.7,33.2
14.1,6.6,43927,13.324,31.082,36.381,19.213,32,27.6,49.4
12.7,8.1,43687,14.565,32.04,34.518,18.877,36.6,27.9,37.4
12.3,7.1,50437,14.48,30.029,32.385,23.106,30.7,25.4,42
14.2,7.8,45052,15.09,35.409,32.096,17.405,32.2,23.7,47.2
12.9,7.8,47974,15.298,37.409,32.39,14.903,32.6,25.3,42
9.9,6.4,45918,11.226,24.866,34.449,29.459,30,26,31.4
13.4,5.4,47185,12.214,25.158,30.836,31.791,28.4,27.7,50.5
13.9,6.5,45939,20.022,34.536,30.323,15.119,31.8,32,40.2
11.7,8.9,35367,19.73,35.034,31.427,13.809,36.3,29.8,39.8
16.1,9.5,34439,23.613,34.447,29.31,12.629,38.6,33.2,35
12.7,7.5,41620,18.875,36.148,31.146,13.831,35,29.2,43.1
13.1,7.1,47971,16.138,33.178,33.06,17.625,33.8,28.9,40
13.6,8.6,38699,19.009,31.865,32.397,16.728,30.9,27.5,42.9
15.1,6.5,41477,24.287,33.488,30.301,11.924,35,31.8,38.9
13,11.9,35138,21.442,34.341,29.53,14.687,35.2,27.3,38.8
11.9,6,49106,15.258,33.888,34.749,16.105,29.2,26.8,41.6
11.6,6.1,48148,17.824,39.25,28.61,14.317,29.3,29.5,44.3
12.3,6.2,38843,22.426,30.819,31.474,15.282,30.3,28.7,42
12.9,9,38996,19.735,32.803,32.126,15.335,29.2,26.7,40.3
11,5.8,44578,11.788,28.355,30.203,29.655,25.5,24.6,49.9
13.2,9.9,33666,27.004,39.32,25.433,8.242,32.5,25.3,41.8
10.9,5.2,72548,10.841,24.987,30.542,33.629,28.3,21.3,36.9
13,9.3,34717,23.673,36.31,28.555,11.461,38,31.9,39.2
8.4,4.9,76173,7.696,16.176,26.057,50.071,22.9,17,35
15,8.9,36285,20.808,35.34,29.217,14.636,36.9,31.3,45.5
14.7,9.6,35367,20.738,37.681,31.906,9.675,32.2,29.1,44.3
9.2,5.2,44014,11.994,20.938,28.153,38.914,27.1,19.5,29.3
14,6.4,42421,16.965,29.437,34.934,18.664,38.2,30.2,36.7
12.6,6.6,41640,23.132,32.932,30.176,13.761,29.8,30.7,43.3
13.1,9.5,41352,19.778,33.536,28.121,18.564,33,27.1,39.5
10.8,5.7,46276,21.864,34.465,31.536,12.136,32.5,22.8,42.2
11.1,6.8,39686,16.582,34.428,28.847,20.143,29.4,29.4,46
10.6,2.7,48596,4.043,34.007,34.423,27.527,32.3,29.5,50.2
10.2,3.1,53704,9.116,32.689,34.518,23.677,35.7,22.9,43.1
12.4,6.5,40787,15.022,32.375,37.607,14.996,33.5,27.4,31.4
7.9,2.8,71697,9.898,32.897,32.314,24.891,28.1,24.6,47.5
9.9,3.4,54444,9.177,32.087,37.46,21.277,31.7,31.2,46.8
9.1,1.8,59668,10.248,32.596,35.214,21.941,30.2,27.6,44.2
8.4,2.6,63787,11.06,28.571,39.5,20.869,32.6,29.2,38.5
7.7,2.5,66406,6.595,23.704,35.474,34.227,29.6,21.8,36.8
6.9,2.4,59711,5.531,20.746,36.358,37.364,29.8,19,31.8
11,2.9,52880,9.001,28.349,43.976,18.675,37.2,32.5,50.9
10.8,2,54044,12.319,27.273,32.455,27.952,31.8,26.6,42.7
10.6,1.5,60315,11.791,33.857,31.275,23.077,29.3,32.3,52.5
8.8,1.3,67375,8.962,32.465,38.113,20.46,33.6,28.1,42.5
12.5,5.6,55196,10.927,30.656,36.267,22.15,32.6,27.7,48.8
11.6,5.6,44646,15.164,36.595,32.956,15.285,33.6,28,51.2
9.7,3.1,54218,11.255,28.577,38.536,21.632,34,29.3,46.4
9.5,2,56795,7.599,24.656,45.432,22.312,34,27.6,42.4
7.9,2.8,51820,6.335,25.12,35.45,33.094,32,22.3,29.3
10.7,2.8,39822,11.344,37.115,33.48,18.062,33.7,34.3,52.6
10.1,2.4,49350,12.356,32.794,34.584,20.266,27.3,31.1,52.7
8.8,2.1,50158,12.096,36.084,38.032,13.788,30.1,28.8,46.9
9.2,4,47914,9.035,35.746,35.522,19.697,31.8,30.4,47.5
9.5,2.4,52563,13.72,30.42,33.333,22.527,31.7,27.9,48.9
10.9,3,50841,15.591,41.621,28.984,13.805,31.9,30.4,51
7.8,4.2,53719,10.022,34.723,34.504,20.751,33.4,26,44.2
9.7,3,42950,18.417,31.371,31.936,18.276,30.9,29.3,52.1
9.1,1.5,77733,7.633,31.118,36.669,24.58,32.3,28.6,34
11.3,4,60684,8.534,35.442,37.751,18.273,35.6,25.5,48.3
11.2,3.9,80072,9.435,29.233,40.671,20.662,30.6,25.1,46.3
7.6,3.3,65021,7.941,31.193,35.567,25.299,33.1,24.1,38.9
12,1.3,63736,8.147,29.477,38.732,23.643,37.1,30.4,35.2
12.7,3.8,45233,8.348,32.439,39.792,19.42,35,32,52.2
11.6,6.3,65920,12.09,32.527,37.988,17.395,33.3,23.2,48.1
10.9,5.6,59244,11.062,35.171,33.532,20.235,32.9,30.1,47.2
10.7,4.3,44291,11.707,35.374,38.908,14.011,34,27.6,46.7
9.2,3.6,51481,9.097,31.316,37.708,21.88,34.1,22.8,42.3
10.7,2.8,56550,10.047,36.578,36.163,17.212,35.5,28.2,44.4
9.1,2.6,57392,7.84,31.01,43.961,17.189,29.9,24.6,43.1
8.1,3,59556,8.58,29.08,40.475,21.865,33.1,24,38.6
14.5,11.4,40595,16.044,22.306,39.163,22.488,39.6,28.8,30.2
9.5,2.3,59464,8.273,31.295,41.475,18.957,35.8,30.3,45.7
10.7,5,38977,13.143,36.489,34.926,15.441,33.7,32,53.2
13,4.7,33550,14.267,32.177,36.947,16.609,34.9,25,26.7
9.6,2.1,54040,11.417,27.756,31.496,29.331,27.8,26.6,50
7.7,1.6,78604,9.354,30.769,35.182,24.695,30.1,24.1,35.8
11.2,2.2,61808,5.927,29.841,41.075,23.156,29.3,26.7,47.9
9.2,2.8,53769,10.1,34.427,30.939,24.533,33.6,24.5,41.1
10.6,3.5,50987,7.73,33.252,40.429,18.589,32.6,25.9,48.8
8.9,2.6,55068,7.781,26.236,38.814,27.17,33.2,23.2,42.2
8.1,4.6,51481,13.115,36.651,33.515,16.719,33.3,29,45.4
8,2.6,61089,6.68,29.887,37.056,26.378,30.8,25.7,31.5
10,4.4,51677,15.206,33.025,30.507,21.262,32.8,32.8,51.2
8.5,1.2,81719,7.675,28.423,41.393,22.509,35.7,25.7,34.3
11.8,9.2,38302,21.768,45.677,21.669,10.887,31.5,29.4,40.7
12.3,5.8,47924,10.717,38.856,33.04,17.387,33.4,30.2,38.2
11.3,6,50612,12.568,43.113,24.681,19.638,30.2,31.5,40
13.6,7.2,43668,14.567,44.339,27.975,13.119,34.7,29.4,41.6
10,6.9,38131,10.343,32.853,27.678,29.126,28.8,25.3,27
11.8,4.3,59543,7.163,44.639,30.426,17.772,36.7,27.9,40.5
13.6,6.7,45661,10.147,42.35,31.095,16.408,34.2,29.7,43.7
14.1,7.5,51504,14.737,47.749,25.076,12.437,34.8,29.7,40.4
11.1,5.5,63094,10.314,33.303,27.249,29.134,34,24.9,36.2
12.1,6.1,48616,12.959,47.779,27.836,11.425,34.4,23.5,43.9
13.4,5.1,56203,10.851,45.382,27.262,16.504,33.4,24,40.6
13.2,5.8,47410,12.793,37.138,32.102,17.967,32.6,27.2,41.1
12.4,5.5,61203,10.408,33.502,28.472,27.618,31.7,24.2,39.2
12.9,7.7,53234,11.527,42.226,29.755,16.492,33.5,32.8,39.4
11.9,6.5,46873,12.374,45.367,28.323,13.936,34.8,26.4,42.8
13.2,7.5,45777,14.27,49.285,24.389,12.055,33.4,27.2,41.3
12.5,6.7,44336,11.531,45.757,30.04,12.672,31.4,25.6,42.5
11.6,6.3,46703,11.473,28.297,29.339,30.891,29.9,24.3,40.4
12.4,5.3,52771,11.074,48.544,27.289,13.094,34.3,29.3,41.2
12.5,5.5,52210,10.158,44.581,29.508,15.753,32.7,26,39.3
8.8,4.1,102990,3.378,20.514,23.652,52.456,27.3,18.7,37.7
11.4,6.4,51354,9.416,38.25,30.741,21.593,35.7,29.4,43.8
11.2,5.2,65198,8.257,33.832,31.5,26.41,32.2,25.5,39.1
12.8,6,44257,12.605,49.414,23.473,14.508,35.2,29.1,40.6
9.8,4.9,56090,9.641,24.977,27.029,38.353,29.3,23.1,33.8
14.4,5.9,56504,9.557,41.977,31.446,17.021,38.8,27.6,39.7
13.7,7.7,42074,19.495,40.384,24.672,15.449,31.3,31.4,40.3
12.2,5,77938,8.929,27.01,26.792,37.269,29.9,27.5,43.8
11,5.2,62751,7.395,25.208,29.75,37.648,32.2,22.1,37.6
11.8,6.7,43519,15.519,42.342,28.49,13.65,36,27,41.9
10.3,5.5,53344,9.873,27.039,27.492,35.596,28.9,22,37.1
11.1,4.4,56406,7.505,36.379,30.278,25.838,31.8,24.3,38.9
10.2,5.7,46969,10.564,48.852,26.184,14.4,37.5,30.7,35.2
13.3,6,44274,14.113,47.198,29.024,9.666,35.5,29.5,45.4
11.6,6.5,57752,8.74,44.277,30.946,16.037,29.7,27.4,40.8
11.9,7.8,44729,16.116,43.152,28.728,12.003,31.2,26,39.7
14.8,6.5,47799,11.6,45.305,28.96,14.136,40.3,24,42.2
10.8,4,58783,41.531,36.313,14.43,7.725,32.8,27.5,30.1
13.7,8,51278,12.287,47.046,27.188,13.479,31.2,29,38.3
13.5,8.8,45168,15.751,42.729,24.639,16.88,37.4,34.3,39.6
14.6,8.1,43558,10.109,42.242,32.219,15.43,36.1,30,44.3
12.3,5.3,53375,10.434,41.082,26.593,21.892,26.8,26.8,38.5
11,5.5,61946,8.051,33.456,31.453,27.04,28.8,24.7,42.9
15.9,6.7,42132,14.348,41.63,29.879,14.143,37.6,35.9,40.9
11.3,5.2,58902,9.609,36.374,30.688,23.329,32.1,27.7,39.7
11.5,5,53760,10.43,49.163,24.851,15.556,35.2,24.6,40.1
12,6.4,54951,10.838,32.195,33.479,23.489,30.4,25.4,40.7
11.4,6.4,45251,11.204,30.413,33.292,25.09,33.4,27.4,37.6
11.5,4.7,60039,13.298,41.95,28.402,16.35,29.5,30,39.9
12.3,6.7,42839,9.897,37.922,29.391,22.79,29.8,27.7,43.2
14.3,6,44783,13.414,43.135,31.155,12.296,39.3,32.5,40.4
10.8,5.1,73148,6.361,31.866,30.318,31.455,31.6,24.3,41.1
14.9,9,39070,16.034,43.203,27.327,13.436,32.4,33.5,42.1
12.1,3.8,57577,8.195,47.841,27.133,16.832,30.8,25.9,39.8
11.5,5.4,59591,10.913,36.038,31.985,21.064,33.6,27.9,41.2
15.3,11,44062,12.512,51.089,25.702,10.697,37,34.5,45.3
12.9,6.1,47239,10.37,28.372,35.116,26.143,34,25.7,39.4
12.6,7.8,40680,12.259,46.703,28.866,12.172,34.6,30.8,43.5
12.5,6,52953,13.937,45.488,27.069,13.507,37.4,32.1,41
12.7,7.1,44871,13.498,41.413,30.022,15.066,32.6,32.4,40.1
13.7,7.6,48836,15.934,49.837,24.778,9.451,32.6,30,49.6
12,7.6,56569,7.692,37.693,33.315,21.3,30.5,27.5,47
11.9,5.5,51020,9.752,49.714,27.488,13.046,30.7,26.7,40.6
13,7.4,47543,16.09,44.276,27.674,11.961,34.3,28.8,39.5
12,5.7,60051,12.918,43.276,26.5,17.307,32.4,26.8,38.8
12.7,9.1,42869,21.861,40.658,25.205,12.275,34.9,27.5,40.5
10.1,5.9,52947,8.082,37.232,27.406,27.28,29.8,26,37.6
13.3,5.7,57896,11.248,44.775,30.492,13.485,30.2,30.3,41.8
9.3,4.5,61069,7.145,42.327,31.138,19.39,33.7,26.2,39.6
10.9,6.5,44835,12.81,40.876,29.918,16.395,31.1,28.3,41.2
12.2,6.4,47507,14.253,43.605,26.838,15.304,35.8,29.4,40.2
11.5,5.7,52452,10.672,42.307,32.206,14.816,32.8,28.8,41.2
16.8,8.8,39245,15.88,40.629,28.497,14.994,39.5,34.3,39.4
13.8,5.7,49546,9.244,45.474,30.57,14.712,34,25.2,39.1
10.8,5.1,59604,9.3,43.448,30.163,17.089,31.9,23.8,39.1
11.8,5.8,51036,9.565,37.892,29.912,22.632,30.9,26.5,41.6
11,5.9,52226,9.017,32.138,28.132,30.714,31.2,25.4,40.6
12.1,7.3,45929,11.138,45.188,25.714,17.96,32.9,26.4,43.4
14,5.5,50273,14.068,46.415,24.537,14.98,32.8,28.7,40.9
8.8,4.5,78796,8.064,35.65,27.195,29.091,33.2,27.1,37.6
13.4,4.9,52610,8.46,47.62,26.76,17.161,37.3,30.2,41.5
15.3,8,41522,19.173,46.307,24.961,9.559,32.2,30,40.5
9.8,5,81543,7.12,26.084,25.84,40.956,31,24,38.2
14.1,6.4,47802,9.795,41.297,30.498,18.409,35.1,33.4,43.5
12.1,4.6,53605,14.573,40.532,23.427,21.468,29.6,25,38.7
12.9,5.4,50770,11.39,45.039,29.373,14.199,36,32.6,41.5
10.4,5.2,60347,5.92,31.41,30.987,31.683,31.7,23,35
11.5,4.4,55590,9.711,47.999,27.661,14.629,34.2,29.2,41.6
15.6,8,33632,20.549,42.938,23.084,13.428,41.9,33.6,36.8
12.5,2.5,53695,11.456,40.061,27.578,20.905,35.9,36.3,45.5
12.8,6.2,36766,18.204,40.595,26.486,14.715,36.7,31.9,40.6
13,2.8,53493,15.842,37.761,24.862,21.535,35.8,33.2,40.5
11,2.8,47407,15.495,39.804,26.405,18.296,38.2,29,34.7
13.6,3.4,44229,14.961,38.076,29.993,16.971,36.9,35.7,42.1
12.7,4.8,39219,13.945,34.16,29.819,22.077,33.6,33.5,37
13.4,5.4,40296,14.158,41.344,28.424,16.074,38.3,33.3,37.6
11.2,3.6,68291,8.24,29.531,36.45,25.78,33.5,27.2,35.7
12,4.5,47966,13.475,37.997,29.059,19.469,35,28.3,38.4
14.6,6,36297,14.329,31.992,29.58,24.099,35,30.8,34.7
14.7,8.3,32458,19.441,39.671,27.934,12.954,37.4,35.4,41.3
12.4,2.8,44000,15.519,37.797,26.909,19.775,32.1,36.9,44.8
10.5,3.7,61275,8.735,25.44,34.056,31.77,32.2,28.7,33
14.4,6.8,41111,17.088,39.923,26.031,16.959,34.3,42.1,42.1
10.6,4.7,48493,10.369,33.629,35.332,20.67,35.5,30.5,31.4
13.5,4.6,43019,12.323,40.62,30.675,16.382,37.2,34.2,41.2
12.5,5.5,42781,14.361,40.355,30.953,14.332,31.6,35.8,43
15.2,5,45630,13.736,40.976,29.684,15.604,36,35.9,40.4
12.2,3.1,43247,12.08,34.447,25.719,27.754,33.8,29.2,30.6
14.5,5.8,39144,15.532,36.863,30.882,16.722,38.2,34.2,45.7
13.6,3.1,49398,9.475,44.144,24.355,22.025,36.6,35.9,42
13,3,51745,12.11,36.083,29.94,21.867,32.5,32.7,44
10,3.6,49841,12.766,36.396,29.481,21.357,37.6,31.2,36.5
12.7,4.1,40978,15.341,43.342,25.949,15.368,35.1,33.6,39.6
12.2,4,55552,12.341,39.211,30.662,17.787,35.3,26.5,38.7
13.3,2.6,48118,8.97,35.087,31.664,24.279,34.6,34.4,45.1
12.5,4.6,35231,14.196,37.486,33.913,14.405,34.2,30.8,40
13.9,4,36703,23.005,26.656,28.795,21.544,37.3,31,41.2
12.1,2.7,48559,17.965,35.731,22.178,24.126,34.5,31,38.5
15.9,7.4,36418,19.599,39.187,29.159,12.055,37.7,40.8,39.9
15.9,7,33578,20.324,40.108,28.696,10.872,34.4,35.7,39.8
12.3,4.3,44211,17.531,26.593,35.262,20.614,34,31.3,34
13.9,4.6,37105,16.114,42.13,28.445,13.312,36.2,33.5,42.5
14,7,38080,19.014,36.676,28.495,15.814,36.8,32.3,39.7
13.1,5.7,44391,13.004,33.346,34.178,19.472,32.2,29.5,39.1
12,3.1,60814,11.71,35.767,30.501,22.023,31.8,28,38.5
